bcEndDate,bcStartDate,caBroadcastDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol
-,-,,Shriram Finance Limited,03-Jul-2026,2,-,INE721A01013,-,-,03-Jul-2026,EQ,Dividend - Rs 6 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,07-Nov-2025,2,-,INE721A01013,-,-,07-Nov-2025,EQ,Interim Dividend - Rs 4.80 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,11-Jul-2025,2,-,INE721A01013,-,-,11-Jul-2025,EQ,Dividend - Rs 3 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,31-Jan-2025,2,-,INE721A01013,-,-,31-Jan-2025,EQ,Interim Dividend - Rs 2.50 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,10-Jan-2025,2,-,INE721A01013,-,-,10-Jan-2025,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,07-Nov-2024,2,-,INE721A01013,-,-,07-Nov-2024,EQ,Interim Dividend - Rs 22 Per Share,SHRIRAMFIN
30-Jul-2024,24-Jul-2024,,Shriram Finance Limited,23-Jul-2024,2,-,INE721A01013,-,-,-,EQ,Annual General Meeting/Dividend - Rs  15 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,06-Feb-2024,2,-,INE721A01013,-,-,06-Feb-2024,EQ,Interim Dividend - Rs 10 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,06-Nov-2023,2,-,INE721A01013,-,-,06-Nov-2023,EQ,Interim Dividend - Rs 20 Per Share,SHRIRAMFIN
23-Jun-2023,17-Jun-2023,,Shriram Finance Limited,16-Jun-2023,2,-,INE721A01013,-,-,-,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,03-Jan-2023,2,-,INE721A01013,-,-,04-Jan-2023,EQ,Interim Dividend - Rs 15 Per Share,SHRIRAMFIN
23-Jun-2022,17-Jun-2022,,Shriram Finance Limited,15-Jun-2022,2,-,INE721A01013,-,-,-,EQ,Annual General Meeting,SHRIRAMFIN
-,-,,Shriram Finance Limited,11-Mar-2022,2,-,INE721A01013,-,-,14-Mar-2022,EQ,Interim Dividend - Rs 12 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,09-Nov-2021,2,-,INE721A01013,-,-,10-Nov-2021,EQ, Interim Dividend - Rs 8 Per Share,SHRIRAMFIN
24-Jun-2021,18-Jun-2021,,Shriram Finance Limited,16-Jun-2021,2,-,INE721A01013,-,-,-,EQ, Annual General Meeting/Dividend - Rs 6 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,05-Apr-2021,2,-,INE721A01013,-,-,06-Apr-2021,EQ, Interim Dividend - Rs 6 Per Share,SHRIRAMFIN
-,-,,Shriram Finance Limited,09-Nov-2020,2,-,INE721A01013,-,-,10-Nov-2020,EQ, Interim Dividend - Rs 6 Per Share,SHRIRAMFIN
19-Aug-2020,13-Aug-2020,,Shriram Finance Limited,11-Aug-2020,2,-,INE721A01013,-,-,-,EQ, Annual General Meeting,SHRIRAMFIN
-,-,,Shriram Finance Limited,09-Jul-2020,2,-,INE721A01013,-,-,10-Jul-2020,EQ, Rights 3:26 @ Premium Rs 560/-,SHRIRAMFIN
-,-,,Shriram Finance Limited,07-Nov-2019,2,-,INE721A01013,-,-,08-Nov-2019,EQ, Interim Dividend-Rs 5 Per Sh,SHRIRAMFIN
