bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,intimationType,ixbrl,ixbrlFileSize,meetingType,oriiginalMeetingDate,proposedMeetingDate
SBIN,18-Jun-2026,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 18-Jun-2026 to consider Fund raising.,Banks,15-Jun-2026 17:22:28,State Bank of India,INE062A01012,00:00:03,15-Jun-2026 17:22:31,14.01 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500112_1562026172223_PRIOR_INTIMATION_WebXMLFile_20260615_172226827.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_238_20260615_172226853_WEB.html,2.80 KB,,,
SBIN,18-Jun-2026,Fund Raising,To consider Fund Raising,Banks,15-Jun-2026 17:12:41,State Bank of India,INE062A01012,00:00:00,15-Jun-2026 17:12:41,276.45 KB,https://nsearchives.nseindia.com/corporate/SBIN_15062026164704_BSE_NSE_PriorIntimation_15062026.pdf,,,,,,
SBIN,12-May-2026,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 12-May-2026 to consider Fund raising.,Banks,07-May-2026 20:53:20,State Bank of India,INE062A01012,00:00:03,07-May-2026 20:53:23,14.02 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500112_752026205314_PRIOR_INTIMATION_WebXMLFile_20260507_205318407.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260507_205318_WEB.html,2.80 KB,,,
SBIN,12-May-2026,Fund Raising,To consider long term fund raising in single / multiple tranches,Banks,07-May-2026 20:52:16,State Bank of India,INE062A01012,00:00:00,07-May-2026 20:52:16,288.96 KB,https://nsearchives.nseindia.com/corporate/SBIN_07052026205203_BSE_NSE_PriorIntimation_07052026.pdf,,,,,,
SBIN,08-May-2026,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 08-May-2026 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2026 and Dividend.,Banks,02-May-2026 13:12:34,State Bank of India,INE062A01012,00:00:03,02-May-2026 13:12:37,14.92 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_500112_252026131229_PRIOR_INTIMATION_WebXMLFile_20260502_131232484.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260502_131232_WEB.html,3.36 KB,,,
SBIN,08-May-2026,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2026 and dividend, if any",Banks,02-May-2026 13:06:42,State Bank of India,INE062A01012,00:00:00,02-May-2026 13:06:42,287.72 KB,https://nsearchives.nseindia.com/corporate/SBIN_02052026130624_BSE_NSE_PriorIntimation.pdf,,,,,,
SBIN,07-Feb-2026,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 07-Feb-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,Banks,21-Jan-2026 18:27:21,State Bank of India,INE062A01012,00:00:02,21-Jan-2026 18:27:23,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_76047_1607514_21012026062719_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_76047_21012026182719_iXBRL_WEB.html,2.92 KB,,,
SBIN,07-Feb-2026,Financial Results,"To consider and approve the financial results for the period ended December 31, 2025",Banks,21-Jan-2026 18:26:05,State Bank of India,INE062A01012,00:00:00,21-Jan-2026 18:26:05,256.69 KB,https://nsearchives.nseindia.com/corporate/SBIN_21012026182540_BSE_NSE_PriorIntimation.pdf,,,,,,
SBIN,04-Nov-2025,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 04-Nov-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended September 2025 .,Banks,18-Oct-2025 11:53:03,State Bank of India,INE062A01012,00:00:03,18-Oct-2025 11:53:06,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_68804_1553136_18102025115301_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_68804_18102025115301_iXBRL_WEB.html,2.93 KB,,,
SBIN,04-Nov-2025,Financial Results,"To consider and approve the financial results for the period ended September 30, 2025",Banks,18-Oct-2025 11:42:50,State Bank of India,INE062A01012,00:00:00,18-Oct-2025 11:42:50,248.18 KB,https://nsearchives.nseindia.com/corporate/SBIN_18102025114145_BSE_NSE_PriorIntimation.pdf,,,,,,
SBIN,08-Aug-2025,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 08-Aug-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,Banks,24-Jul-2025 18:12:45,State Bank of India,INE062A01012,00:00:03,24-Jul-2025 18:12:48,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_60779_1492603_24072025061242_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_60779_24072025181242_iXBRL_WEB.html,,,,
SBIN,08-Aug-2025,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2025",Banks,24-Jul-2025 18:09:44,State Bank of India,INE062A01012,00:00:00,24-Jul-2025 18:09:44,244.54 KB,https://nsearchives.nseindia.com/corporate/SBIN_24072025180732_BSE_NSE_PriorIntimation.pdf,,,,,,
SBIN,16-Jul-2025,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 16-Jul-2025 to consider Fund raising.,Banks,10-Jul-2025 18:32:05,State Bank of India,INE062A01012,00:00:03,10-Jul-2025 18:32:08,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59443_1480375_10072025063203_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_59443_10072025183202_iXBRL_WEB.html,,,,
SBIN,16-Jul-2025,Fund Raising,To consider and seek approval for raising funds during FY26 by way of issuance of Basel III compliant capital bonds in INR,Banks,10-Jul-2025 18:23:19,State Bank of India,INE062A01012,00:00:00,10-Jul-2025 18:23:19,187.51 KB,https://nsearchives.nseindia.com/corporate/SBIN_10072025182154_BSE_NSE_PriorIntimation.pdf,,,,,,
SBIN,20-May-2025,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 20-May-2025 to consider Fund raising.,Banks,14-May-2025 19:56:45,State Bank of India,INE062A01012,00:00:02,14-May-2025 19:56:47,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_53871_1438987_14052025075643_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_53871_14052025195642_iXBRL_WEB.html,,,,
SBIN,20-May-2025,Fund Raising,To consider Fund Raising,Banks,14-May-2025 19:55:59,State Bank of India,INE062A01012,00:00:00,14-May-2025 19:55:59,,https://nsearchives.nseindia.com/corporate/SBIN_14052025195550_BSE_NSE_PriorIntimation.pdf,,,,,,
SBIN,03-May-2025,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 03-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend/Fund raising.,Banks,29-Apr-2025 19:34:42,State Bank of India,INE062A01012,00:00:03,29-Apr-2025 19:34:45,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_51769_1428322_29042025073439_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_51769_29042025193439_iXBRL_WEB.html,,,,
SBIN,03-May-2025,Fund Raising,"To discuss and approve the proposal for raising equity during FY 26 by way of Follow-on Public offer (FPO)/Rights issue/Qualified Institutional Placement (QIP) and any other mode or combination of these, as may be decided at the opportune time or as may be approved by GoI/ RBI.",Banks,29-Apr-2025 16:13:02,State Bank of India,INE062A01012,00:00:01,29-Apr-2025 16:13:03,,https://nsearchives.nseindia.com/corporate/SBIN_29042025161232_BSE_NSE_BM_29042025.pdf,,,,,,
SBIN,03-May-2025,Board Meeting Intimation,STATE BANK OF INDIA has informed the Exchange about Board Meeting to be held on 03-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend.,Banks,24-Apr-2025 11:13:51,State Bank of India,INE062A01012,00:00:03,24-Apr-2025 11:13:54,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_51219_1423593_24042025111348_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_51219_24042025111348_iXBRL_WEB.html,,,,
SBIN,03-May-2025,Financial Results/Dividend,"To consider and approve the financial results for the period ended March 31, 2025 and dividend",Banks,24-Apr-2025 10:51:17,State Bank of India,INE062A01012,00:00:00,24-Apr-2025 10:51:17,,https://nsearchives.nseindia.com/corporate/SBIN_24042025105027_BSE_NSE_PriorIntimation.pdf,,,,,,
