bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate
-,-,Asian Paints Limited,23-Jun-2026,1,-,INE021A01018,-,-,23-Jun-2026,EQ,Dividend - Rs 23 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,18-Nov-2025,1,-,INE021A01018,-,-,18-Nov-2025,EQ,Interim Dividend - Rs 4.50 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,10-Jun-2025,1,-,INE021A01018,-,-,10-Jun-2025,EQ,Dividend - Rs 20.55 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,19-Nov-2024,1,-,INE021A01018,-,-,19-Nov-2024,EQ,Interim Dividend - Rs 4.25 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,11-Jun-2024,1,-,INE021A01018,-,-,11-Jun-2024,EQ,Dividend - Rs 28.15 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,03-Nov-2023,1,-,INE021A01018,-,-,03-Nov-2023,EQ,Interim Dividend - Rs 5.15 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,09-Jun-2023,1,-,INE021A01018,-,-,09-Jun-2023,EQ,Dividend - Rs 21.25 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,31-Oct-2022,1,-,INE021A01018,-,-,01-Nov-2022,EQ,Interim Dividend - Rs 4.40 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,09-Jun-2022,1,-,INE021A01018,-,-,10-Jun-2022,EQ,Dividend - Rs 15.50 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,28-Oct-2021,1,-,INE021A01018,-,-,29-Oct-2021,EQ, Interim Dividend - Rs 3.65 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,10-Jun-2021,1,-,INE021A01018,-,-,11-Jun-2021,EQ, Dividend - Rs 14.50 Per Sh,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,28-Oct-2020,1,-,INE021A01018,-,-,30-Oct-2020,EQ, Interim Dividend - Rs 3.35 Per Share,ASIANPAINT,Asian Paints Ltd.,
05-Aug-2020,25-Jul-2020,Asian Paints Limited,23-Jul-2020,1,-,INE021A01018,-,-,-,EQ, Annual General Meeting/Dividend - Rs  1.50 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,03-Mar-2020,1,-,INE021A01018,-,-,04-Mar-2020,EQ, Interim Dividend - Rs 7.15 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,30-Oct-2019,1,-,INE021A01018,-,-,31-Oct-2019,EQ, Interim Dividend - Rs 3.35 Per Sh,ASIANPAINT,Asian Paints Ltd.,
27-Jun-2019,15-Jun-2019,Asian Paints Limited,13-Jun-2019,1,-,INE021A01018,-,-,-,EQ, Dividend Rs -7.65 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,29-Oct-2018,1,-,INE021A01018,-,-,30-Oct-2018,EQ, Interim Dividend - Rs 2.85 Per Sh,ASIANPAINT,Asian Paints Ltd.,
26-Jun-2018,16-Jun-2018,Asian Paints Limited,14-Jun-2018,1,-,INE021A01018,-,-,-,EQ, Dividend- Rs 6.05 Per Share,ASIANPAINT,Asian Paints Ltd.,
-,-,Asian Paints Limited,31-Oct-2017,1,-,INE021A01018,-,-,01-Nov-2017,EQ, Interim Dividend - Rs 2.65 Per Share (Purpose Revised),ASIANPAINT,Asian Paints Ltd.,
27-Jun-2017,17-Jun-2017,Asian Paints Limited,15-Jun-2017,1,-,INE021A01018,-,-,-,EQ, Annual General Meeting/Dividend Rs 5.65 Per Share + Special Dividend Rs 2/- Per Share,ASIANPAINT,Asian Paints Ltd.,
